measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
5,Prevalence,1,Global,1,Male,22,All ages,559,Schizophrenia,1,Number,2010,10420014.5726139,12302478.061521173,8680209.538726674
5,Prevalence,1,Global,2,Female,22,All ages,559,Schizophrenia,1,Number,2010,9367477.393343689,11057362.25781151,7783285.253429528
5,Prevalence,1,Global,3,Both,22,All ages,559,Schizophrenia,1,Number,2010,19787491.965957604,23366737.85446405,16453800.869482497
5,Prevalence,1,Global,1,Male,30,80-84 years,559,Schizophrenia,1,Number,2010,34993.8267977359,42715.46849746976,28739.07306487301
5,Prevalence,1,Global,2,Female,30,80-84 years,559,Schizophrenia,1,Number,2010,54735.31122472802,66446.22781019226,45490.76441010783
5,Prevalence,1,Global,3,Both,30,80-84 years,559,Schizophrenia,1,Number,2010,89729.13802246396,109032.63479044387,74476.18233233149
5,Prevalence,1,Global,1,Male,31,85-89 years,559,Schizophrenia,1,Number,2010,9956.720000359586,12417.806793033102,7892.879488710145
5,Prevalence,1,Global,2,Female,31,85-89 years,559,Schizophrenia,1,Number,2010,21008.151070701977,26012.737431658352,17130.348323429385
5,Prevalence,1,Global,3,Both,31,85-89 years,559,Schizophrenia,1,Number,2010,30964.87107106158,38435.88519333606,25013.37669245359
5,Prevalence,1,Global,1,Male,32,90-94 years,559,Schizophrenia,1,Number,2010,1886.8108796575373,2458.255103729059,1412.6848390349244
5,Prevalence,1,Global,2,Female,32,90-94 years,559,Schizophrenia,1,Number,2010,5242.284185718674,6702.1600967734485,4039.746217821656
5,Prevalence,1,Global,3,Both,32,90-94 years,559,Schizophrenia,1,Number,2010,7129.095065376211,9139.851625557509,5463.615186791418
5,Prevalence,1,Global,1,Male,235,95+ years,559,Schizophrenia,1,Number,2010,320.15016919026874,447.8910960083712,216.9606932052102
5,Prevalence,1,Global,2,Female,235,95+ years,559,Schizophrenia,1,Number,2010,1155.9837122313832,1555.728041728314,817.5479287900663
5,Prevalence,1,Global,3,Both,235,95+ years,559,Schizophrenia,1,Number,2010,1476.1338814216522,1995.3822305105768,1034.1854646686993
5,Prevalence,1,Global,1,Male,1,<5 years,559,Schizophrenia,1,Number,2010,0.0,0.0,0.0
5,Prevalence,1,Global,2,Female,1,<5 years,559,Schizophrenia,1,Number,2010,0.0,0.0,0.0
5,Prevalence,1,Global,3,Both,1,<5 years,559,Schizophrenia,1,Number,2010,0.0,0.0,0.0
5,Prevalence,1,Global,1,Male,6,5-9 years,559,Schizophrenia,1,Number,2010,0.0,0.0,0.0
5,Prevalence,1,Global,2,Female,6,5-9 years,559,Schizophrenia,1,Number,2010,0.0,0.0,0.0
5,Prevalence,1,Global,3,Both,6,5-9 years,559,Schizophrenia,1,Number,2010,0.0,0.0,0.0
5,Prevalence,1,Global,1,Male,7,10-14 years,559,Schizophrenia,1,Number,2010,28457.355408612977,48169.10390533382,14955.83165769658
5,Prevalence,1,Global,2,Female,7,10-14 years,559,Schizophrenia,1,Number,2010,22405.657439782863,38729.67056018947,11367.5820860047
5,Prevalence,1,Global,3,Both,7,10-14 years,559,Schizophrenia,1,Number,2010,50863.012848395854,87011.46382477545,26301.165624272428
5,Prevalence,1,Global,1,Male,8,15-19 years,559,Schizophrenia,1,Number,2010,239707.0701155747,353526.1065303463,156876.50250454072
5,Prevalence,1,Global,2,Female,8,15-19 years,559,Schizophrenia,1,Number,2010,196362.90591577176,290837.4108178434,125633.90531396834
5,Prevalence,1,Global,3,Both,8,15-19 years,559,Schizophrenia,1,Number,2010,436069.9760313458,643278.3234261735,281429.94059007394
5,Prevalence,1,Global,1,Male,9,20-24 years,559,Schizophrenia,1,Number,2010,845086.850684372,1218592.591528696,569070.7168712162
5,Prevalence,1,Global,2,Female,9,20-24 years,559,Schizophrenia,1,Number,2010,736516.2836587881,1057963.8005075215,493520.0659269584
5,Prevalence,1,Global,3,Both,9,20-24 years,559,Schizophrenia,1,Number,2010,1581603.134343161,2276398.303099756,1063121.5553945494
5,Prevalence,1,Global,1,Male,10,25-29 years,559,Schizophrenia,1,Number,2010,1279227.256600889,1681991.788736527,922335.3013800568
5,Prevalence,1,Global,2,Female,10,25-29 years,559,Schizophrenia,1,Number,2010,1124999.2383675734,1481851.09968668,811558.6751563977
5,Prevalence,1,Global,3,Both,10,25-29 years,559,Schizophrenia,1,Number,2010,2404226.4949684627,3165266.189187009,1733904.8387753635
5,Prevalence,1,Global,1,Male,11,30-34 years,559,Schizophrenia,1,Number,2010,1423140.1163118186,1789079.5029326282,1103587.8500543623
5,Prevalence,1,Global,2,Female,11,30-34 years,559,Schizophrenia,1,Number,2010,1241421.9967760767,1570516.426810213,960134.1768785052
5,Prevalence,1,Global,3,Both,11,30-34 years,559,Schizophrenia,1,Number,2010,2664562.113087895,3361004.2185375,2063722.026932868
5,Prevalence,1,Global,1,Male,12,35-39 years,559,Schizophrenia,1,Number,2010,1482538.9176457657,1826387.303962445,1176014.7130335933
5,Prevalence,1,Global,2,Female,12,35-39 years,559,Schizophrenia,1,Number,2010,1289690.57820132,1585104.523267351,1018047.6789726388
5,Prevalence,1,Global,3,Both,12,35-39 years,559,Schizophrenia,1,Number,2010,2772229.495847086,3408740.315592938,2191910.273670237
5,Prevalence,1,Global,1,Male,13,40-44 years,559,Schizophrenia,1,Number,2010,1383311.8282925547,1655789.6266278368,1133656.194439256
5,Prevalence,1,Global,2,Female,13,40-44 years,559,Schizophrenia,1,Number,2010,1208213.7457307312,1446330.090335667,990034.5497091818
5,Prevalence,1,Global,3,Both,13,40-44 years,559,Schizophrenia,1,Number,2010,2591525.574023288,3100892.07208283,2122936.5730099995
5,Prevalence,1,Global,1,Male,14,45-49 years,559,Schizophrenia,1,Number,2010,1157116.196065806,1375009.586878685,953957.2523780692
5,Prevalence,1,Global,2,Female,14,45-49 years,559,Schizophrenia,1,Number,2010,1024896.2747319954,1216157.5038284848,840137.6375423801
5,Prevalence,1,Global,3,Both,14,45-49 years,559,Schizophrenia,1,Number,2010,2182012.470797802,2591791.535365464,1794191.1680481718
5,Prevalence,1,Global,1,Male,15,50-54 years,559,Schizophrenia,1,Number,2010,876041.1117604176,1036879.2889125518,728134.4928134537
5,Prevalence,1,Global,2,Female,15,50-54 years,559,Schizophrenia,1,Number,2010,792030.5650927383,936299.785104626,657167.6599134433
5,Prevalence,1,Global,3,Both,15,50-54 years,559,Schizophrenia,1,Number,2010,1668071.6768531569,1971649.6977936355,1385395.2360566834
5,Prevalence,1,Global,1,Male,16,55-59 years,559,Schizophrenia,1,Number,2010,679042.1898917262,808981.0177867706,573441.4660074604
5,Prevalence,1,Global,2,Female,16,55-59 years,559,Schizophrenia,1,Number,2010,636449.9825574043,753490.155553807,538946.3606672949
5,Prevalence,1,Global,3,Both,16,55-59 years,559,Schizophrenia,1,Number,2010,1315492.1724491324,1562811.0841719364,1113055.4667235657
5,Prevalence,1,Global,1,Male,17,60-64 years,559,Schizophrenia,1,Number,2010,454272.41804001393,532971.3064114464,385272.7421180149
5,Prevalence,1,Global,2,Female,17,60-64 years,559,Schizophrenia,1,Number,2010,438613.0782746063,514046.1917850621,371888.9176861652
5,Prevalence,1,Global,3,Both,17,60-64 years,559,Schizophrenia,1,Number,2010,892885.4963146202,1046712.3946087088,756954.4791802235
5,Prevalence,1,Global,1,Male,18,65-69 years,559,Schizophrenia,1,Number,2010,272445.64898078656,320352.08707252104,230629.1494834296
5,Prevalence,1,Global,2,Female,18,65-69 years,559,Schizophrenia,1,Number,2010,276714.4893410768,323982.493417183,234617.4266401932
5,Prevalence,1,Global,3,Both,18,65-69 years,559,Schizophrenia,1,Number,2010,549160.1383218634,642856.2590493455,465347.15028816834
5,Prevalence,1,Global,1,Male,19,70-74 years,559,Schizophrenia,1,Number,2010,166397.7643861978,195128.0840435918,140382.30137939815
5,Prevalence,1,Global,2,Female,19,70-74 years,559,Schizophrenia,1,Number,2010,187813.1899949113,219842.93545014603,158386.05270112213
5,Prevalence,1,Global,3,Both,19,70-74 years,559,Schizophrenia,1,Number,2010,354210.95438110904,413914.2543352784,298822.4697839934
5,Prevalence,1,Global,1,Male,20,75-79 years,559,Schizophrenia,1,Number,2010,86072.3405824159,102229.8435566219,72528.97104463074
5,Prevalence,1,Global,2,Female,20,75-79 years,559,Schizophrenia,1,Number,2010,109207.67706753168,129357.15495602528,91982.85754336326
5,Prevalence,1,Global,3,Both,20,75-79 years,559,Schizophrenia,1,Number,2010,195280.0176499476,231937.74819193484,164320.7239908529
